14	4	0	0	0	0	0	0	0	0	0	0
-80	-20	-90	0	0	0	0	0	0	0	0	0
-80	30	-90	0	0	0	0	0	0	0	0	0
-60	30	-90	0	0	0	0	0	0	0	0	0
-60	-20	-90	0	0	0	0	0	0	0	0	0
-80	-20	-30	0	0	0	0	0	0	0	0	0
-80	30	-30	0	0	0	0	0	0	0	0	0
-60	30	-30	0	0	0	0	0	0	0	0	0
-60	-20	-30	0	0	0	0	0	0	0	0	0
-80	30	-30	0	0	0	0	0	0	0	0	0
-70	50	-30	0	0	0	0	0	0	0	0	0
-60	30	-30	0	0	0	0	0	0	0	0	0
-80	30	-90	0	0	0	0	0	0	0	0	0
-70	50	-90	0	0	0	0	0	0	0	0	0
-60	30	-90	0	0	0	0	0	0	0	0	0
4	0	1	2	3	0	0	0	0	0	0	0	
4	4	5	6	7	0	0	0	0	0	0	0
3	8	9	10	0	0	0	0	0	0	0	0
3	11	12	13	0	0	0	0	0	0	0	0
