17 	18	0	0	0	0	0	0	0	0	0	0
10	20	0	0	0	0	0	0	0	0	0	0
7	20	7	0	0	0	0	0	0	0	0	0
0	20	10	0	0	0	0	0	0	0	0	0
-7	20	7	0	0	0	0	0	0	0	0	0
-10	20	0	0	0	0	0	0	0	0	0	0
-7	20	-7	0	0	0	0	0	0	0	0	0
0	20	-10	0	0	0	0	0	0	0	0	0
7	20	-7	0	0	0	0	0	0	0	0	0
0	10	0	0	0	0	0	0	0	0	0	0
5	25	0	0	0	0	0	0	0	0	0	0
3.5	25	3.5	0	0	0	0	0	0	0	0	0
0	25	5	0	0	0	0	0	0	0	0	0
-3.5	25	3.5	0	0	0	0	0	0	0	0	0
-5	25	0	0	0	0	0	0	0	0	0	0
-3.5	25	-3.5	0	0	0	0	0	0	0	0	0
0	25	-5	0	0	0	0	0	0	0	0	0
3.5	25	-3.5	0	0	0	0	0	0	0	0	0
8	0	1	2	3	4	5	6	7	0	0	0
8	9	10	11	12	13	14	15	16	0	0	0
3	0	1	8	0	0	0	0	0	0	0	0
3	1	2	8	0	0	0	0	0	0	0	0
3	2	3	8	0	0	0	0	0	0	0	0
3	3	4	8	0	0	0	0	0	0	0	0
3	4	5	8	0	0	0	0	0	0	0	0
3	5	6	8	0	0	0	0	0	0	0	0
3	6	7	8	0	0	0	0	0	0	0	0
3	7	0	8	0	0	0	0	0	0	0	0
4	0	1	10	9	0	0	0	0	0	0	0
4	1	2	11	10	0	0	0	0	0	0	0
4	2	3	12	11	0	0	0	0	0	0	0
4	3	4	13	12	0	0	0	0	0	0	0
4	4	5	14	13	0	0	0	0	0	0	0
4	5	6	15	14	0	0	0	0	0	0	0
4	6	7	16	15	0	0	0	0	0	0	0
4	7	0	9	16	0	0	0	0	0	0	0
