22	6	0	0	0	0	0	0	0	0	0	0
0	0	-60	0	0	0	0	0	0	0	0	0
0	20	-60	0	0	0	0	0	0	0	0	0
20	20	-60	0	0	0	0	0	0	0	0	0
20	0	-60	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	20	0	0	0	0	0	0	0	0	0	0
20	20	0	0	0	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0	0	0	0	0
0	20	0	0	0	0	0	0	0	0	0	0
10	40	0	0	0	0	0	0	0	0	0	0
20	20	0	0	0	0	0	0	0	0	0	0
0	20	-60	0	0	0	0	0	0	0	0	0
10	40	-60	0	0	0	0	0	0	0	0	0
20	20	-60	0	0	0	0	0	0	0	0	0
0	0	-40	0	0	0	0	0	0	0	0	0
0	20	-40	0	0	0	0	0	0	0	0	0
10	20	-40	0	0	0	0	0	0	0	0	0
10	0	-40	0	0	0	0	0	0	0	0	0
0	0	-20	0	0	0	0	0	0	0	0	0
0	20	-20	0	0	0	0	0	0	0	0	0
10	20	-20	0	0	0	0	0	0	0	0	0
10	0	-20	0	0	0	0	0	0	0	0	0	
4	0	1	2	3	0	0	0	0	0	0	0
4	4	5	6	7	0	0	0	0	0	0	0
3	8	9	10	0	0	0	0	0	0	0	0
3	11	12	13	0	0	0	0	0	0	0	0
4	14	15	16	17	0	0	0	0	0	0	0
4	18	19	20	21	0	0	0	0	0	0	0
