35	9	0	0	0	0	0	0	0	0	0	0
-48	10	-60	0	0	0	0	0	0	0	0	0
-48	20	-60	0	0	0	0	0	0	0	0	0
6	20	-60	0	0	0	0	0	0	0	0	0
6	10	-60	0	0	0	0	0	0	0	0	0
-48	0	-60	0	0	0	0	0	0	0	0	0
-48	1	-60	0	0	0	0	0	0	0	0	0
6	1	-60	0	0	0	0	0	0	0	0	0
6	0	-60	0	0	0	0	0	0	0	0	0
-33	-10	-60	0	0	0	0	0	0	0	0	0
-33	30	-60	0	0	0	0	0	0	0	0	0
-32	30	-60	0	0	0	0	0	0	0	0	0
-32	-10	-60	0	0	0	0	0	0	0	0	0
6	-10	-60	0	0	0	0	0	0	0	0	0
6	30	-60	0	0	0	0	0	0	0	0	0
7	30	-60	0	0	0	0	0	0	0	0	0
7	-10	-60	0	0	0	0	0	0	0	0	0
7	-8	-40	0	0	0	0	0	0	0	0	0
7	20	-40	0	0	0	0	0	0	0	0	0
8	20	-40	0	0	0	0	0	0	0	0	0
8	-8	-40	0	0	0	0	0	0	0	0	0
26	-8	-40	0	0	0	0	0	0	0	0	0
26	20	-40	0	0	0	0	0	0	0	0	0
27	20	-40	0	0	0	0	0	0	0	0	0
27	-8	-40	0	0	0	0	0	0	0	0	0
7	-8	-40	0	0	0	0	0	0	0	0	0
7	7	-40	0	0	0	0	0	0	0	0	0
27	7	-40	0	0	0	0	0	0	0	0	0
27	-8	-40	0	0	0	0	0	0	0	0	0
-48	-10	-60	0	0	0	0	0	0	0	0	0
-48	15	-60	0	0	0	0	0	0	0	0	0
-47	15	-60	0	0	0	0	0	0	0	0	0
-47	-10	-60	0	0	0	0	0	0	0	0	0
-48	20	-80	0	0	0	0	0	0	0	0	0
-48	25	-80	0	0	0	0	0	0	0	0	0
-48	20	-60	0	0	0	0	0	0	0	0	0
4	0	1	2	3	0	0	0	0	0	0	0
4	4	5	6	7	0	0	0	0	0	0	0
4	8	9	10	11	0	0	0	0	0	0	0
4	12	13	14	15	0	0	0	0	0	0	0
4	16	17	18	19	0	0	0	0	0	0	0
4	20	21	22	23	0	0	0	0	0	0	0
4	24	25	26	27	0	0	0	0	0	0	0
4	28	29	30	31	0	0	0	0	0	0	0
3	32	33	34	0	0	0	0	0	0	0	0
		
