16	4	0	0	0	0	0	0	0	0	0	0
-90	-20	80	0	0	0	0	0	0	0	0	0
-90	30	80	0	0	0	0	0	0	0	0	0
-30	30	80	0	0	0	0	0	0	0	0	0
-30	-20	80	0	0	0	0	0	0	0	0	0
-60	-20	60	0	0	0	0	0	0	0	0	0
-60	30	60	0	0	0	0	0	0	0	0	0
-30	30	60	0	0	0	0	0	0	0	0	0
-30	-20	60	0	0	0	0	0	0	0	0	0
-90	20	60	0	0	0	0	0	0	0	0	0
-90	30	60	0	0	0	0	0	0	0	0	0
-60	30	60	0	0	0	0	0	0	0	0	0
-60	20	60	0	0	0	0	0	0	0	0	0
-90	-20	60	0	0	0	0	0	0	0	0	0
-90	20	60	0	0	0	0	0	0	0	0	0
-70	20	60	0	0	0	0	0	0	0	0	0
-70	-20	60	0	0	0	0	0	0	0	0	0
4	0	1	2	3	0	0	0	0	0	0	0
4	4	5	6	7	0	0	0	0	0	0	0
4	8	9	10	11	0	0	0	0	0	0	0
4	12	13	14	15	0	0	0	0	0	0	0
