48	12	0	0	0	0	0	0	0	0	0	0
-60	-20	-20	0	0	0	0	0	0	0	0	0
-60	20	-20	0	0	0	0	0	0	0	0	0
0	20	-20	0	0	0	0	0	0	0	0	0
0	-20	-20	0	0	0	0	0	0	0	0	0
-60	15	0	0	0	0	0	0	0	0	0	0
-60	20	0	0	0	0	0	0	0	0	0	0
0	20	0	0	0	0	0	0	0	0	0	0
0	15	0	0	0	0	0	0	0	0	0	0
-60	8	0	0	0	0	0	0	0	0	0	0
-60	10	0	0	0	0	0	0	0	0	0	0
0	10	0	0	0	0	0	0	0	0	0	0
0	8	0	0	0	0	0	0	0	0	0	0
-60	10	0	0	0	0	0	0	0	0	0	0
-60	15	0	0	0	0	0	0	0	0	0	0
-50	15	0	0	0	0	0	0	0	0	0	0
-50	10	0	0	0	0	0	0	0	0	0	0
-45	10	0	0	0	0	0	0	0	0	0	0
-45	15	0	0	0	0	0	0	0	0	0	0
-35	15	0	0	0	0	0	0	0	0	0	0
-35	10	0	0	0	0	0	0	0	0	0	0
-25	10	0	0	0	0	0	0	0	0	0	0
-25	15	0	0	0	0	0	0	0	0	0	0
-15	15	0	0	0	0	0	0	0	0	0	0
-15	10	0	0	0	0	0	0	0	0	0	0
-10	10	0	0	0	0	0	0	0	0	0	0
-10	15	0	0	0	0	0	0	0	0	0	0
0	15	0	0	0	0	0	0	0	0	0	0
0	10	0	0	0	0	0	0	0	0	0	0
-60	1	0	0	0	0	0	0	0	0	0	0
-60	8	0	0	0	0	0	0	0	0	0	0
-50	8	0	0	0	0	0	0	0	0	0	0
-50	1	0	0	0	0	0	0	0	0	0	0
-45	1	0	0	0	0	0	0	0	0	0	0
-45	8	0	0	0	0	0	0	0	0	0	0
-35	8	0	0	0	0	0	0	0	0	0	0
-35	1	0	0	0	0	0	0	0	0	0	0
-25	1	0	0	0	0	0	0	0	0	0	0
-25	8	0	0	0	0	0	0	0	0	0	0
-15	8	0	0	0	0	0	0	0	0	0	0
-15	1	0	0	0	0	0	0	0	0	0	0
-10	1	0	0	0	0	0	0	0	0	0	0
-10	8	0	0	0	0	0	0	0	0	0	0
0	8	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0
-60	0	0	0	0	0	0	0	0	0	0	0
-60	1	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
4	0	1	2	3	0	0	0	0	0	0	0
4	4	5	6	7	0	0	0	0	0	0	0
4	8	9	10	11	0	0	0	0	0	0	0
4	12	13	14	15	0	0	0	0	0	0	0
4	16	17	18	19	0	0	0	0	0	0	0
4	20	21	22	23	0	0	0	0	0	0	0
4	24	25	26	27	0	0	0	0	0	0	0
4	28	29	30	31	0	0	0	0	0	0	0
4	32	33	34	35	0	0	0	0	0	0	0
4	36	37	38	39	0	0	0	0	0	0	0
4	40	41	42	43	0	0	0	0	0	0	0
4	44	45	46	47	0	0	0	0	0	0	0
