24	6	0	0	0	0	0	0	0	0	0	0
40	-10	27	0	0	0	0	0	0	0	0	0
40	20	27	0	0	0	0	0	0	0	0	0
80	20	27	0	0	0	0	0	0	0	0	0
80	-10	27	0	0	0	0	0	0	0	0	0
70	-10	-33	0	0	0	0	0	0	0	0	0
70	20	-33	0	0	0	0	0	0	0	0	0
80	20	-33	7	0	0	0	0	0	0	0	0	
80	-10	-33	0	0	0	0	0	0	0	0	0
40	-10	7	0	0	0	0	0	0	0	0	0
40	20.5	7	0	0	0	0	0	0	0	0	0
46	20.5	7	0	0	0	0	0	0	0	0	0
46	-10	7	0	0	0	0	0	0	0	0	0
56	20	7	0	0	0	0	0	0	0	0	0
56	20.5	7	0	0	0	0	0	0	0	0	0
46	20.5	7	0	0	0	0	0	0	0	0	0
46	20	7	0	0	0	0	0	0	0	0	0
55	-10	7	0	0	0	0	0	0	0	0	0
55	20.5	7	0	0	0	0	0	0	0	0	0
60	20.5	7	0	0	0	0	0	0	0	0	0
60	-10	7	0	0	0	0	0	0	0	0	0
80	-10	-48	0	0	0	0	0	0	0	0	0
80	20	-48	0	0	0	0	0	0	0	0	0
60	20	-48	0	0	0	0	0	0	0	0	0
60	-10	-48	0	0	0	0	0	0	0	0	0
4	0	1	2	3	0	0	0	0	0	0	0
4	4	5	6	7	0	0	0	0	0	0	0
4	8	9	10	11	0	0	0	0	0	0	0
4	12	13	14	15	0	0	0	0	0	0	0
4	16	17	18	19	0	0	0	0	0	0	0
4	20	21	22	23	0	0	0	0	0	0	0
